0.000000 0.000000 0.000000 0.000003
1.000000 0.000000 0.000005 0.000011
2.000000 0.000004 0.000034 0.000039
3.000000 0.000028 0.000172 0.000130
4.000000 0.000140 0.000645 0.000387
5.000000 0.000551 0.001936 0.001053
6.000000 0.001771 0.004839 0.002601
7.000000 0.004770 0.010370 0.005845
8.000000 0.010989 0.019444 0.011939
9.000000 0.021978 0.032407 0.022172
10.000000 0.038619 0.048611 0.037437
11.000000 0.060185 0.066287 0.057468
12.000000 0.083830 0.082859 0.080203
13.000000 0.105017 0.095607 0.101764
14.000000 0.118948 0.102436 0.117391
15.000000 0.122347 0.102436 0.123116
16.000000 0.114700 0.096034 0.117391
17.000000 0.098314 0.084736 0.101764
18.000000 0.077247 0.070613 0.080203
19.000000 0.055757 0.055747 0.057468
20.000000 0.037039 0.041810 0.037437
21.000000 0.022677 0.029865 0.022172
22.000000 0.012811 0.020362 0.011939
23.000000 0.006684 0.013280 0.005845
24.000000 0.003223 0.008300 0.002601
25.000000 0.001436 0.004980 0.001053
26.000000 0.000592 0.002873 0.000387
27.000000 0.000225 0.001596 0.000130
28.000000 0.000079 0.000855 0.000039
29.000000 0.000026 0.000442 0.000011
30.000000 0.000008 0.000221 0.000003
31.000000 0.000002 0.000107 0.000001
32.000000 0.000001 0.000050 0.000000
33.000000 0.000000 0.000023 0.000000
34.000000 0.000000 0.000010 0.000000
35.000000 0.000000 0.000004 0.000000
36.000000 0.000000 0.000002 0.000000
37.000000 0.000000 0.000001 0.000000
38.000000 0.000000 0.000000 0.000000
39.000000 0.000000 0.000000 0.000000
40.000000 0.000000 0.000000 0.000000
41.000000 0.000000 0.000000 0.000000
42.000000 0.000000 0.000000 0.000000
43.000000 0.000000 0.000000 0.000000
44.000000 0.000000 0.000000 0.000000
45.000000 0.000000 0.000000 0.000000
46.000000 0.000000 0.000000 0.000000
47.000000 0.000000 0.000000 0.000000
48.000000 0.000000 0.000000 0.000000
49.000000 0.000000 0.000000 0.000000
50.000000 0.000000 0.000000 0.000000
